time_s,time_h,layer,x_m,temperature_C
648000.0,180.0,2,0.0007666666666666667,23.95560941217801
648000.0,180.0,2,0.0007833333333333334,23.934746853890992
648000.0,180.0,2,0.0008,23.90924817251002
648000.0,180.0,2,0.0008166666666666667,23.87911336803509
648000.0,180.0,2,0.0008333333333333333,23.84434244046621
648000.0,180.0,2,0.0008500000000000001,23.80493538980338
648000.0,180.0,2,0.0008666666666666666,23.76089221604659
648000.0,180.0,2,0.0008833333333333333,23.71221291919585
648000.0,180.0,2,0.0009,23.658897499251157
648000.0,180.0,2,0.0009166666666666666,23.600945956212517
648000.0,180.0,2,0.0009333333333333333,23.538358290079916
648000.0,180.0,2,0.00095,23.47113450085337
648000.0,180.0,2,0.0009666666666666667,23.399274588532872
648000.0,180.0,2,0.0009833333333333335,23.322778553118425
648000.0,180.0,2,0.001,23.241646394610022
648000.0,180.0,2,0.0010166666666666666,23.155878113007674
648000.0,180.0,2,0.0010333333333333334,23.06547370831137
648000.0,180.0,2,0.00105,22.97043318052112
648000.0,180.0,2,0.0010666666666666667,22.87075652963692
648000.0,180.0,2,0.0010833333333333333,22.76644375565877
648000.0,180.0,2,0.0011,22.657494858586666
648000.0,180.0,3,0.0011125,22.5624851216254
648000.0,180.0,3,0.0011250000000000001,22.46747538466413
648000.0,180.0,3,0.0011375,22.372465647702857
648000.0,180.0,3,0.00115,22.277455910741576
648000.0,180.0,3,0.0011625000000000001,22.18244617378029
648000.0,180.0,3,0.001175,22.087436436818994
648000.0,180.0,3,0.0011875,21.9924266998577
648000.0,180.0,3,0.0012000000000000001,21.897416962896393
648000.0,180.0,3,0.0012125,21.802407225935085
648000.0,180.0,3,0.001225,21.707397488973772
648000.0,180.0,3,0.0012375,21.612387752012452
648000.0,180.0,3,0.00125,21.517378015051126
648000.0,180.0,3,0.0012625000000000002,21.422368278089788
648000.0,180.0,3,0.001275,21.327358541128458
648000.0,180.0,3,0.0012875,21.232348804167113
648000.0,180.0,3,0.0013,21.137339067205765
648000.0,180.0,3,0.0013125,21.04232933024441
648000.0,180.0,3,0.001325,20.94731959328305
648000.0,180.0,3,0.0013375000000000001,20.852309856321682
648000.0,180.0,3,0.00135,20.757300119360313
648000.0,180.0,3,0.0013625,20.66229038239894
648000.0,180.0,3,0.001375,20.567280645437556
648000.0,180.0,3,0.0013875,20.472270908476165
648000.0,180.0,3,0.0014,20.37726117151478
684000.0,190.0,1,0.0,23.992698426950703
684000.0,190.0,1,2.9166666666666666e-05,23.992698423968292
684000.0,190.0,1,5.833333333333333e-05,23.992698420985853
684000.0,190.0,1,8.75e-05,23.992698418003382
684000.0,190.0,1,0.00011666666666666667,23.99269841502088
684000.0,190.0,1,0.00014583333333333332,23.992698412038344
684000.0,190.0,1,0.000175,23.99269840905578
684000.0,190.0,1,0.00020416666666666668,23.99269840607319
684000.0,190.0,1,0.00023333333333333333,23.99269840309057
684000.0,190.0,1,0.0002625,23.992698400107923
684000.0,190.0,1,0.00029166666666666664,23.992698397125253
684000.0,190.0,1,0.00032083333333333334,23.992698394142554
684000.0,190.0,1,0.00035,23.992698391159834
684000.0,190.0,1,0.00037916666666666665,23.99269838817709
684000.0,190.0,1,0.00040833333333333336,23.99269838519432
684000.0,190.0,1,0.0004375,23.992698382211533
684000.0,190.0,1,0.00046666666666666666,23.992698379228724
684000.0,190.0,1,0.0004958333333333334,23.992698376245894
684000.0,190.0,1,0.000525,23.992698373263046
684000.0,190.0,1,0.0005541666666666667,23.99269837028018
684000.0,190.0,1,0.0005833333333333333,23.992698367297294
684000.0,190.0,1,0.0006125,23.992698364314393
684000.0,190.0,1,0.0006416666666666667,23.992698361331477
684000.0,190.0,1,0.0006708333333333333,23.992698358348544
684000.0,190.0,1,0.0007,23.992698355365597
684000.0,190.0,2,0.0007166666666666667,23.990380291837457
684000.0,190.0,2,0.0007333333333333333,23.983426105116674
684000.0,190.0,2,0.00075,23.971835795203248
684000.0,190.0,2,0.0007666666666666667,23.955609362097178
684000.0,190.0,2,0.0007833333333333334,23.934746805798465
684000.0,190.0,2,0.0008,23.90924812630711
684000.0,190.0,2,0.0008166666666666667,23.879113323623105
684000.0,190.0,2,0.0008333333333333333,23.844342397746466
684000.0,190.0,2,0.0008500000000000001,23.804935348677184
684000.0,190.0,2,0.0008666666666666666,23.760892176415254
684000.0,190.0,2,0.0008833333333333333,23.712212880960685
684000.0,190.0,2,0.0009,23.65889746231348
684000.0,190.0,2,0.0009166666666666666,23.600945920473624
684000.0,190.0,2,0.0009333333333333333,23.538358255441132
684000.0,190.0,2,0.00095,23.471134467215997
684000.0,190.0,2,0.0009666666666666667,23.39927455579822
684000.0,190.0,2,0.0009833333333333335,23.3227785211878
684000.0,190.0,2,0.001,23.241646363384742
684000.0,190.0,2,0.0010166666666666666,23.15587808238904
684000.0,190.0,2,0.0010333333333333334,23.0654736782007
684000.0,190.0,2,0.00105,22.970433150819716
684000.0,190.0,2,0.0010666666666666667,22.87075650024609
684000.0,190.0,2,0.0010833333333333333,22.766443726479828
684000.0,190.0,2,0.0011,22.657494829520925
684000.0,190.0,3,0.0011125,22.562485092614182
684000.0,190.0,3,0.0011250000000000001,22.46747535570744
684000.0,190.0,3,0.0011375,22.372465618800693
684000.0,190.0,3,0.00115,22.277455881893946
684000.0,190.0,3,0.0011625000000000001,22.182446144987196
684000.0,190.0,3,0.001175,22.087436408080443
684000.0,190.0,3,0.0011875,21.992426671173686
684000.0,190.0,3,0.0012000000000000001,21.89741693426693
684000.0,190.0,3,0.0012125,21.802407197360168
684000.0,190.0,3,0.001225,21.707397460453404
684000.0,190.0,3,0.0012375,21.61238772354664
684000.0,190.0,3,0.00125,21.51737798663987
684000.0,190.0,3,0.0012625000000000002,21.4223682497331
684000.0,190.0,3,0.001275,21.327358512826326
684000.0,190.0,3,0.0012875,21.23234877591955
684000.0,190.0,3,0.0013,21.137339039012772
684000.0,190.0,3,0.0013125,21.04232930210599
684000.0,190.0,3,0.001325,20.947319565199212
684000.0,190.0,3,0.0013375000000000001,20.852309828292423
684000.0,190.0,3,0.00135,20.757300091385638
684000.0,190.0,3,0.0013625,20.662290354478845
684000.0,190.0,3,0.001375,20.567280617572052
684000.0,190.0,3,0.0013875,20.47227088066526
684000.0,190.0,3,0.0014,20.377261143758464
720000.0,200.0,1,0.0,23.992698360927125
720000.0,200.0,1,2.9166666666666666e-05,23.992698359606965
720000.0,200.0,1,5.833333333333333e-05,23.99269835828679
720000.0,200.0,1,8.75e-05,23.9926983569666
720000.0,200.0,1,0.00011666666666666667,23.992698355646397
720000.0,200.0,1,0.00014583333333333332,23.992698354326176
720000.0,200.0,1,0.000175,23.99269835300595
