时间（s）,层号,距人体侧位置（m）,温度（℃）
220.0,1,0.00056,18.276507439699017
220.0,1,0.0005833333333333333,18.249378076195544
220.0,1,0.0006066666666666666,18.221898166284205
220.0,1,0.00063,18.194065933930336
220.0,1,0.0006533333333333333,18.16588516807901
220.0,1,0.0006766666666666667,18.137353188252604
220.0,1,0.0007,18.10846487872179
220.0,2,0.0007,18.10846487872179
220.0,2,0.0007133333333333333,18.089040777882605
220.0,2,0.0007266666666666667,18.067731890279198
220.0,2,0.00074,18.04456016041384
220.0,2,0.0007533333333333333,18.019535406247915
220.0,2,0.0007666666666666667,17.992632899781846
220.0,2,0.00078,17.963857443945308
220.0,2,0.0007933333333333333,17.933219149372697
220.0,2,0.0008066666666666667,17.900704138275565
220.0,2,0.00082,17.866313710250278
220.0,2,0.0008333333333333333,17.83005620235408
220.0,2,0.0008466666666666667,17.791921913842664
220.0,2,0.00086,17.751911536280485
220.0,2,0.0008733333333333334,17.71003292407406
220.0,2,0.0008866666666666667,17.66627846860723
220.0,2,0.0009,17.620648868125972
220.0,2,0.0009133333333333333,17.573152319093516
220.0,2,0.0009266666666666667,17.52378231032431
220.0,2,0.00094,17.472539679358977
220.0,2,0.0009533333333333334,17.41943368860847
220.0,2,0.0009666666666666667,17.364458201496877
220.0,2,0.00098,17.307614068776505
220.0,2,0.0009933333333333333,17.24891260727646
220.0,2,0.0010066666666666666,17.188347237363345
220.0,2,0.00102,17.125918219747152
220.0,2,0.0010333333333333334,17.06164098774366
220.0,2,0.0010466666666666667,16.995507243039278
220.0,2,0.00106,16.927513801299664
220.0,2,0.0010733333333333333,16.857686799400007
220.0,2,0.0010866666666666668,16.786018256483793
220.0,2,0.0011,16.712488082686637
220.0,3,0.0011,16.712488082686637
220.0,3,0.00111,16.64911793845994
220.0,3,0.0011200000000000001,16.58561110587116
220.0,3,0.0011300000000000001,16.52196955199286
220.0,3,0.00114,16.458194310437495
220.0,3,0.00115,16.394283934111463
220.0,3,0.00116,16.33023911204279
220.0,3,0.00117,16.266060836398992
220.0,3,0.00118,16.201748428483544
220.0,3,0.00119,16.13730227986564
220.0,3,0.0012000000000000001,16.072723179149943
220.0,3,0.0012100000000000001,16.008010730800088
220.0,3,0.0012200000000000002,15.943165239536032
220.0,3,0.00123,15.878187374596452
220.0,3,0.00124,15.813076877753895
220.0,3,0.00125,15.747834013887116
220.0,3,0.00126,15.6824593766484
220.0,3,0.00127,15.616952783322871
220.0,3,0.00128,15.551314474014491
220.0,3,0.0012900000000000001,15.485544990411801
220.0,3,0.0013,15.419644192632607
220.0,3,0.00131,15.35361230136264
220.0,3,0.00132,15.287449820234626
220.0,3,0.00133,15.221156632060087
220.0,3,0.00134,15.154732939763813
220.0,3,0.00135,15.088179217986339
220.0,3,0.00136,15.02149535840248
220.0,3,0.0013700000000000001,14.954681546368064
220.0,3,0.0013800000000000002,14.887738234357725
220.0,3,0.0013900000000000002,14.82066531269303
220.0,3,0.0014,14.7534629489431
230.0,1,0.0,18.39265208591387
230.0,1,2.3333333333333332e-05,18.373321105887868
230.0,1,4.6666666666666665e-05,18.353636405037626
230.0,1,7e-05,18.333597590120114
230.0,1,9.333333333333333e-05,18.313205024627017
230.0,1,0.00011666666666666667,18.29245752609861
230.0,1,0.00014,18.27135464034476
230.0,1,0.00016333333333333334,18.249896713997064
230.0,1,0.00018666666666666666,18.228082489415414
230.0,1,0.00020999999999999998,18.205911448376483
230.0,1,0.00023333333333333333,18.18338394430235
230.0,1,0.00025666666666666665,18.160498620656504
230.0,1,0.00028,18.13725488912195
230.0,1,0.0003033333333333333,18.113653141860844
230.0,1,0.0003266666666666667,18.089691892239678
230.0,1,0.00035,18.065370470718108
